#x              y     Theta(x,y)       Phi(x,y)Moment_Size(x,y)Local_density(x,y)
0              0        3.14159              0              1              1
0              1              0              0              1              1
0              2              0              0              1              1
0              3        3.14159              0              1              1
0              4        3.14159              0              1              1
0              5              0              0              1              1
0              6              0              0              1              1
0              7        3.14159              0              1              1
0              8        3.14159              0              1              1
0              9              0              0              1              1
0             10              0              0              1              1
0             11        3.14159              0              1              1
1              0              0              0              1              1
1              1              0              0              1              1
1              2        3.14159              0              1              1
1              3        3.14159              0              1              1
1              4              0              0              1              1
1              5              0              0              1              1
1              6        3.14159              0              1              1
1              7        3.14159              0              1              1
1              8              0              0              1              1
1              9              0              0              1              1
1             10        3.14159              0              1              1
1             11        3.14159              0              1              1
2              0              0              0              1              1
2              1        3.14159              0              1              1
2              2        3.14159              0              1              1
2              3              0              0              1              1
2              4              0              0              1              1
2              5        3.14159              0              1              1
2              6        3.14159              0              1              1
2              7              0              0              1              1
2              8              0              0              1              1
2              9        3.14159              0              1              1
2             10        3.14159              0              1              1
2             11              0              0              1              1
3              0        3.14159              0              1              1
3              1        3.14159              0              1              1
3              2              0              0              1              1
3              3              0              0              1              1
3              4        3.14159              0              1              1
3              5        3.14159              0              1              1
3              6              0              0              1              1
3              7              0              0              1              1
3              8        3.14159              0              1              1
3              9        3.14159              0              1              1
3             10              0              0              1              1
3             11              0              0              1              1
4              0        3.14159              0              1              1
4              1              0              0              1              1
4              2              0              0              1              1
4              3        3.14159              0              1              1
4              4        3.14159              0              1              1
4              5              0              0              1              1
4              6              0              0              1              1
4              7        3.14159              0              1              1
4              8        3.14159              0              1              1
4              9              0              0              1              1
4             10              0              0              1              1
4             11        3.14159              0              1              1
5              0              0              0              1              1
5              1              0              0              1              1
5              2        3.14159              0              1              1
5              3        3.14159              0              1              1
5              4              0              0              1              1
5              5              0              0              1              1
5              6        3.14159              0              1              1
5              7        3.14159              0              1              1
5              8              0              0              1              1
5              9              0              0              1              1
5             10        3.14159              0              1              1
5             11        3.14159              0              1              1
6              0              0              0              1              1
6              1        3.14159              0              1              1
6              2        3.14159              0              1              1
6              3              0              0              1              1
6              4              0              0              1              1
6              5        3.14159              0              1              1
6              6        3.14159              0              1              1
6              7              0              0              1              1
6              8              0              0              1              1
6              9        3.14159              0              1              1
6             10        3.14159              0              1              1
6             11              0              0              1              1
7              0        3.14159              0              1              1
7              1        3.14159              0              1              1
7              2              0              0              1              1
7              3              0              0              1              1
7              4        3.14159              0              1              1
7              5        3.14159              0              1              1
7              6              0              0              1              1
7              7              0              0              1              1
7              8        3.14159              0              1              1
7              9        3.14159              0              1              1
7             10              0              0              1              1
7             11              0              0              1              1
8              0        3.14159              0              1              1
8              1              0              0              1              1
8              2              0              0              1              1
8              3        3.14159              0              1              1
8              4        3.14159              0              1              1
8              5              0              0              1              1
8              6              0              0              1              1
8              7        3.14159              0              1              1
8              8        3.14159              0              1              1
8              9              0              0              1              1
8             10              0              0              1              1
8             11        3.14159              0              1              1
9              0              0              0              1              1
9              1              0              0              1              1
9              2        3.14159              0              1              1
9              3        3.14159              0              1              1
9              4              0              0              1              1
9              5              0              0              1              1
9              6        3.14159              0              1              1
9              7        3.14159              0              1              1
9              8              0              0              1              1
9              9              0              0              1              1
9             10        3.14159              0              1              1
9             11        3.14159              0              1              1
10              0              0              0              1              1
10              1        3.14159              0              1              1
10              2        3.14159              0              1              1
10              3              0              0              1              1
10              4              0              0              1              1
10              5        3.14159              0              1              1
10              6        3.14159              0              1              1
10              7              0              0              1              1
10              8              0              0              1              1
10              9        3.14159              0              1              1
10             10        3.14159              0              1              1
10             11              0              0              1              1
11              0        3.14159              0              1              1
11              1        3.14159              0              1              1
11              2              0              0              1              1
11              3              0              0              1              1
11              4        3.14159              0              1              1
11              5        3.14159              0              1              1
11              6              0              0              1              1
11              7              0              0              1              1
11              8        3.14159              0              1              1
11              9        3.14159              0              1              1
11             10              0              0              1              1
11             11              0              0              1              1
